codigo,tit_original,tit_convertido
66673,PERFIL DA FUNÇÃO RENAL DE IDOSOS EM USO DE ANTI-INFLAMATÓRIOS NÃO ESTEROIDAIS,Perfil da Função Renal de Idosos em Uso de Anti-Inflamatórios Não Esteroidais
66674,FATORES PARA LESÃO RENAL AGUDA EM PACIENTES INTERNADOS POR VARICELA EM UM HOSPITAL TERCIÁRIO DE DOENÇAS INFECCIOSAS,Fatores para Lesão Renal Aguda em Pacientes Internados por Varicela em um Hospital Terciário de Doenças Infecciosas
66675,PREVALÊNCIA E FATORES ASSOCIADOS À NÃO ADERÊNCIA À MEDICAÇÃO ANTI-HIPERTENSIVA EM ATENÇÃO SECUNDÁRIA À SAÚDE,Prevalência e Fatores Associados à Não Aderência à Medicação Anti-Hipertensiva em Atenção Secundária à Saúde
66676,A UTILIZAÇÃO DA BIOIMPEDÂNCIA ELÉTRICA MULTIFREQUENCIAL PARA AVALIAR O ESTADO NUTRICIONAL EM HEMODIALISE,A Utilização da Bioimpedância Elétrica Multifrequencial para Avaliar o Estado Nutricional em Hemodialise
66678,AVALIAÇÃO DO CONHECIMENTO DA POPULAÇÃO ACERCA DA DOENÇA RENAL CRÔNICA – CUIABÁ/MT,Avaliação do Conhecimento da População Acerca da Doença Renal Crônica – Cuiabá/MT
66679,ANÁLISE DA RELAÇÃO ENTRE ADESÃO À DIETA E ANSIEDADE EM PACIENTES IDOSOS SUBMETIDOS À TERAPIA HEMODIALÍTICA EM UM HOSPITAL DE REFERÊNCIA DA REGIÃO NORTE DO CEARÁ,Análise da Relação entre Adesão à Dieta e Ansiedade em Pacientes Idosos Submetidos à Terapia Hemodialítica em um Hospital de Referência da Região Norte do Ceará
66680,HIGIENIZAÇÃO DAS MÃOS: EDUCAÇÃO PERMANENTE PARA FAMILIARES DE PACIENTES EM TRATAMENTO COM A DIÁLISE PERITONEAL,Higienização das Mãos: Educação Permanente para Familiares de Pacientes em Tratamento com a Diálise Peritoneal
66681,CAMPANHAS DE PREVENÇÃO DA DOENÇA RENAL EM ATLETAS NA CIDADE DE FORTALEZA,Campanhas de Prevenção da Doença Renal em Atletas na Cidade de Fortaleza
66682,SARCOPENIA EM PACIENTES RENAIS CRÔNICOS EM TRATAMENTO CONSERVADOR,Sarcopenia em Pacientes Renais Crônicos em Tratamento Conservador
66683,ANÁLISE DA RELAÇÃO ENTRE ADESÃO E CONHECIMENTO ACERCA DO TRATAMENTO HEMODIALÍTICO POR PACIENTES IDOSOS SUBMETIDOS À TERAPIA HEMODIALÍTICA EM HOSPITAL DE REFERÊNCIA DA REGIÃO NORTE DO CEARÁ,Análise da Relação entre Adesão e Conhecimento Acerca do Tratamento Hemodialítico por Pacientes Idosos Submetidos à Terapia Hemodialítica em Hospital de Referência da Região Norte do Ceará
66684,RELAÇÃO ENTRE A ANSIEDADE E A INGESTÃO DE LÍQUIDOS EM EXCESSO POR PACIENTES IDOSOS SUBMETIDOS À HEMODIÁLISE EM UM HOSPITAL DE REFERÊNCIA DA REGIÃO NORTE DO ESTADO DO CEARÁ,Relação entre a Ansiedade e a Ingestão de Líquidos em Excesso por Pacientes Idosos Submetidos à Hemodiálise em um Hospital de Referência da Região Norte do Estado do Ceará
66685,ASSOCIAÇÃO DO HIPERPARATIREOIDISMO PRIMÁRIO ESPORÁDICO E FAMILIAR COM ALTERAÇÕES DA FUNÇÃO RENAL.,Associação do Hiperparatireoidismo Primário Esporádico e Familiar com Alterações da Função Renal.
66687,TRANSPLANTE RENAL DE DADOR VIVO: UMA ANÁLISE RETROSPETIVA DE 14 ANOS,Transplante Renal de Dador Vivo: uma Análise Retrospetiva de 14 Anos
66688,PREVALÊNCIA DE INFECÇÃO DE TRATO URINÁRIO NO TRANSPLANTADO RENAL: VIVÊNCIA DE ENFERMEIROS EM UM HOSPITAL UNIVERSITÁRIO,Prevalência de Infecção de Trato Urinário no Transplantado Renal: Vivência de Enfermeiros em um Hospital Universitário
66691,RELAÇÃO ENTRE CAPACIDADE FUNCIONAL E DEPRESSÃO EM IDOSOS SUBMETIDOS À HEMODIÁLISE EM UM HOSPITAL DE REFERÊNCIA DA REGIÃO NORTE DO ESTADO DO CEARÁ,Relação entre Capacidade Funcional e Depressão em Idosos Submetidos à Hemodiálise em um Hospital de Referência da Região Norte do Estado do Ceará
66693,ASSOCIAÇÃO DO ÍNDICE DE MASSA CORPÓREA COM A PROTEÍNA URINARIA EM PRATICANTES DE TREINAMENTO RESISTIDO.,Associação do Índice de Massa Corpórea com a Proteína Urinaria em Praticantes de Treinamento Resistido.
66694,AVALIAÇÃO DA CAPACIDADE FUNCIONAL EM IDOSOS COM DOENÇA RENAL CRÔNICA SUBMETIDOS À TERAPIA HEMODIALÍTICA EM HOSPITAL DE REFERÊNCIA DA REGIÃO NORTE DO CEARÁ,Avaliação da Capacidade Funcional em Idosos com Doença Renal Crônica Submetidos à Terapia Hemodialítica em Hospital de Referência da Região Norte do Ceará
66695,NEFROPATIA POR IGA PÓS-INFECÇÃO POR CHIKUNGUNYA VÍRUS: RELATO DE CASO,Nefropatia por Iga Pós-Infecção por Chikungunya Vírus: Relato de Caso
66696,ANÁLISE DA PREVALÊNCIA DE SINTOMAS ANSIOSOS NOS PACIENTES IDOSOS SUBMETIDOS À TERAPIA HEMODIALÍTICA EM UM HOSPITAL DE REFERÊNCIA NO NORTE DO CEARÁ,Análise da Prevalência de Sintomas Ansiosos nos Pacientes Idosos Submetidos à Terapia Hemodialítica em um Hospital de Referência no Norte do Ceará
66697,INIBIDORES DE BOMBA DE PRÓTONS SÃO FATORES DE RISCO INDEPENDENTES PARA EVOLUÇÃO DA PIORA DA FUNÇÃO RENAL?,Inibidores de Bomba de Prótons São Fatores de Risco Independentes para Evolução da Piora da Função Renal?
66698,ANÁLISE COMPARATIVA DA SOBREVIDA ENTRE PACIENTES COM TRANSPLANTE RENAL DE DOADORES DE CRITÉRIO EXPANDIDO E PACIENTES QUE PERMANECERAM NA LISTA DE ESPERA SOB TRATAMENTO DIALÍTICO,Análise Comparativa da Sobrevida entre Pacientes com Transplante Renal de Doadores de Critério Expandido e Pacientes que Permaneceram na Lista de Espera sob Tratamento Dialítico
66699,ASSISTÊNCIA DE ENFERMAGEM AO PACIENTE COM DISFUNÇÃO RENAL AGUDA EM UNIDADE DE TERAPIA INTENSIVA.,Assistência de Enfermagem ao Paciente com Disfunção Renal Aguda em Unidade de Terapia Intensiva.
66700,RELAÇÃO ENTRE CUMPRIMENTO DO TRATAMENTO MEDICAMENTOSO E ANSIEDADE EM PACIENTES IDOSOS SUBMETIDOS À HEMODIÁLISE EM HOSPITAL DE REFERÊNCIA DA REGIÃO NORTE DO CEARÁ,Relação entre Cumprimento do Tratamento Medicamentoso e Ansiedade em Pacientes Idosos Submetidos à Hemodiálise em Hospital de Referência da Região Norte do Ceará
66701,VESÍCULAS EXTRACELULARES DE CÉLULAS MESENQUIMAIS DO TECIDO ADIPOSO PROMOVEM PROTEÇÃO DO TECIDO E FUNÇÃO RENAL EM MODELO DE LESÃO POR ISQUEMIA-REPERFUSÃO.,Vesículas Extracelulares de Células Mesenquimais do Tecido Adiposo Promovem Proteção do Tecido e Função Renal em Modelo de Lesão por Isquemia-Reperfusão.
66702,INFILTRAÇÃO RENAL EM LINFOMA NÃO HODKING DE GRANDES CÉLULAS B – RELATO DE CASO,Infiltração Renal em Linfoma Não Hodking de Grandes Células B – Relato de Caso
66704,PREVALÊNCIA DE DESNUTRIÇÃO EM PACIENTES COM DOENÇA RENAL CRÔNICA DIALÍTICA – QUAL O MELHOR MÉTODO?,Prevalência de Desnutrição em Pacientes com Doença Renal Crônica Dialítica – Qual o Melhor Método?
66705,PRINCIPAIS DIAGNÓSTICOS DE BASE DE PACIENTES EM UMA UNIDADE DE HEMODIÁLISE DE UM HOSPITAL DE REFERÊNCIA NO CEARÁ,Principais Diagnósticos de Base de Pacientes em uma Unidade de Hemodiálise de um Hospital de Referência no Ceará
66706,AVALIAÇÃO DA ADESÃO À RESTRIÇÃO DE FLUIDOS NOS PACIENTES EM HEMODIÁLISE DE UM HOSPITAL DE REFERÊNCIA DO INTERIOR DO CEARÁ,Avaliação da Adesão à Restrição de Fluidos Nos Pacientes em Hemodiálise de um Hospital de Referência do Interior do Ceará
66707,RELAÇÃO DO GRAU DE DIFICULDADE DE ADESÃO À DIETA E SINTOMAS DEPRESSIVOS EM PACIENTES IDOSOS SUBMETIDOS À HEMODIÁLISE EM UM HOSPITAL DE REFERÊNCIA DA REGIÃO NORTE DO CEARÁ,Relação do Grau de Dificuldade de Adesão à Dieta e Sintomas Depressivos em Pacientes Idosos Submetidos à Hemodiálise em um Hospital de Referência da Região Norte do Ceará
66708,REALIZANDO A DIÁLISE PERITONEAL NO DOMICÍLIO: INFLUÊNCIA NO COTIDIANO DO INDIVÍDUO,Realizando a Diálise Peritoneal no Domicílio: Influência no Cotidiano do Indivíduo
66709,IMPLANTAÇÃO DO GERENCIAMENTO DE RISCOS EM UMA CLÍNICA SATÉLITE DE DIÁLISE NA CIDADE DE SALVADOR – BA,Implantação do Gerenciamento de Riscos em uma Clínica Satélite de Diálise na Cidade de Salvador-BA
66710,DEFINIÇÕES OPERACIONAIS DE INDICADORES CLÍNICOS DE ENFERMAGEM PARA AVALIAÇÃO DE PACIENTES SUBMETIDOS À BIÓPSIA RENAL PERCUTÂNEA,Definições Operacionais de Indicadores Clínicos de Enfermagem para Avaliação de Pacientes Submetidos à Biópsia Renal Percutânea
66711,"COMPARAÇÃO ENTRE ÍNDICES PROGNÓSTICOS (SOFA, APACHE II E SAPS II) NA PREDIÇÃO DE MORTALIDADE EM PACIENTES COM LESÃO RENAL AGUDA (LRA) SUBMETIDOS À HEMODIÁLISE NA UTI","Comparação entre Índices Prognósticos (SOFA, APACHE LI e SAPS LI) na Predição de Mortalidade em Pacientes com Lesão Renal Aguda (LRA) Submetidos à Hemodiálise na UTI"
66714,ARTERITE DE TAKAYASU: DIAGNÓSTICO DIFERENCIAL EM ADOLESCENTE COM LESÃO RENAL AGUDA GRAVE,Arterite de Takayasu: Diagnóstico Diferencial em Adolescente com Lesão Renal Aguda Grave
66715,MITOS E VERDADES SOBRE DOAÇÃO DE ÓRGÃOS E TRANSPLANTES: ADOLESCENTES COMO PÚBLICO-ALVO EM PROJETO DE CONSCIENTIZAÇÃO SOCIAL,Mitos e Verdades sobre Doação de Órgãos e Transplantes: Adolescentes como Público-Alvo em Projeto de Conscientização Social
66716,FATORES DE RISCO ASSOCIADOS AO ACOMETIMENTO RENAL EM PACIENTES COM MIELOMA MÚLTIPLO: ESTUDO DE UM CENTRO DE REFERÊNCIA NO NORDESTE.,Fatores de Risco Associados ao Acometimento Renal em Pacientes com Mieloma Múltiplo: Estudo de um Centro de Referência no Nordeste
66717,RELACÃO ENTRE DISLIPIDEMIA E DIMINUIÇÃO DA FUNÇÃO RENAL EM PACIENTES INTERNADOS EM UNIDADE DE TERAPIA INTENSIVA,Relacão entre Dislipidemia e Diminuição da Função Renal em Pacientes Internados em Unidade de Terapia Intensiva
66718,AVALIAÇÃO DA ADESÃO ÀS RECOMENDAÇÕES DIETÉTICAS POR PACIENTES IDOSOS EM HEMODIÁLISE EM UM HOSPITAL DE REFERÊNCIA DA REGIÃO NORTE DO CEARÁ,Avaliação da Adesão às Recomendações Dietéticas por Pacientes Idosos em Hemodiálise em um Hospital de Referência da Região Norte do Ceará
66720,RELAÇÃO ENTRE INFARTO AGUDO DO MIOCÁRDIO PRÉVIO E REDUÇÃO DA FUNÇÃO RENAL EM PACIENTES INTERNADOS EM UNIDADE DE TERAPIA INTENSIVA,Relação entre Infarto Agudo do Miocárdio Prévio e Redução da Função Renal em Pacientes Internados em Unidade de Terapia Intensiva
66721,LESÃO RENAL AGUDA E PANCREATITE INDUZIDAS POR PICADA DE ESCORPIÃO,Lesão Renal Aguda e Pancreatite Induzidas por Picada de Escorpião
66722,PREVALÊNCIA DE SINTOMAS DEPRESSIVOS EM PACIENTES IDOSOS SUBMETIDOS À HEMODIÁLISE EM UM HOSPITAL DE REFERÊNCIA DA REGIÃO NORTE DO CEARÁ,Prevalência de Sintomas Depressivos em Pacientes Idosos Submetidos à Hemodiálise em um Hospital de Referência da Região Norte do Ceará
66723,FREQUENCIA DE GLOMERULOPATIAS EM AMOSTRAS DE BIÓPSIA RENAL EM PACIENTES COM SÍNDROME NEFRÍTICA E SÍNDROME NEFRÓTICA: 5 ANOS DE EXPERIÊNCIA,Frequencia de Glomerulopatias em Amostras de Biópsia Renal em Pacientes com Síndrome Nefrítica e Síndrome Nefrótica: 5 Anos de Experiência
66724,ANÁLISE DO PERFIL HISTOPATOLÓGICO DE BIOPSIAS RENAIS REALIZADAS NO SERVIÇO DE NEFROLOGIA DO HOSPITAL DAS CLÍNICAS DA UFMG.,Análise do Perfil Histopatológico de Biopsias Renais Realizadas no Serviço de Nefrologia do Hospital das Clínicas da Ufmg.
66725,ANÁLISE DA EXPRESSÃO DO GENE FOSFODIESTERASE-5 (PDE-5) EM PLACENTA DE PACIENTES COM SÍNDROME DE PRÉ-ECLÂMPSIA,Análise da Expressão do Gene Fosfodiesterase-5 (PDE-5) em Placenta de Pacientes com Síndrome de Pré-Eclâmpsia
66726,AVALIAÇÃO DO PERFIL ACIDOBÁSICO EM PACIENTE EM HEMODIÁLISE AMBULATORIAL NO HOSPITAL UNIVERSITÁRIO GAFFRÉE E GUINLE,Avaliação do Perfil Acidobásico em Paciente em Hemodiálise Ambulatorial no Hospital Universitário Gaffrée e Guinle
66728,RELAÇÃO ENTRE A CAPACIDADE FUNCIONAL E A ADESÃO AO TRATAMENTO MEDICAMENTO DE IDOSOS SUBMETIDOS À HEMODIÁLISE EM UM HOSPITAL DE REFERÊNCIA DA REGIÃO NORTE DO ESTADO DO CEARÁ.,Relação entre a Capacidade Funcional e a Adesão ao Tratamento Medicamento de Idosos Submetidos à Hemodiálise em um Hospital de Referência da Região Norte do Estado do Ceará
66729,PERFIL DE INFECÇÕES DO TRATO URINÁRIO CAUSADA POR BACTÉRIAS PRODUTORA DE BETA-LACTAMASE DE ESPECTRO ESTENDIDO (ESBL),Perfil de Infecções do Trato Urinário Causada por Bactérias Produtora de Beta-Lactamase de Espectro Estendido (ESBL)
66731,HIPERTENSÃO ACELERADA MALIGNA COM FUNDOSCOPIA OCULAR NORMAL E MÚLTIPLAS LESÕES DE ÓRGÃO-ALVO: RELATO DE CASO.,Hipertensão Acelerada Maligna com Fundoscopia Ocular Normal e Múltiplas Lesões de Órgão-Alvo: Relato de Caso
66733,PERFIL CLÍNICO E ECOCARGIOGRÁFICO DE PACIENTE EM DIÁLISE PERITONEAL POR SÍNDROME CARDIORRENAL,Perfil Clínico e Ecocargiográfico de Paciente em Diálise Peritoneal por Síndrome Cardiorrenal
66736,EFEITOS DO USO DE PROBIÓTICOS NA PROGRESSÃO DA DOENÇA RENAL CRÔNICA: ENSAIO CLÍNICO RANDOMIZADO,Efeitos do Uso de Probióticos na Progressão da Doença Renal Crônica: Ensaio Clínico Randomizado
66738,SÍNDROME HEMOLÍTICA URÊMICA ATÍPICA: EXPERIÊNCIA DO GRUPO DE ESTUDO BRASILEIRO DE MAT E SHUA (SHUABRASIL) EM DESCONTINUAÇÃO DO TRATAMENTO COM ECULIZUMABE,Síndrome Hemolítica Urêmica Atípica: Experiência do Grupo de Estudo Brasileiro de Mat e Shua (SHUABRASIL) em Descontinuação do Tratamento com Eculizumabe
66739,ASSOCIAÇÃO ENTRE ÁCIDO ÚRICO E HIPERTENSÃO POR GRUPO ETÁRIO,Associação entre Ácido Úrico e Hipertensão por Grupo Etário
66741,AVALIAÇÃO LONGITUDINAL DE ADERÊNCIA AOS IMUNOSSUPRESSORES EM TRANSPLANTADOS RENAIS,Avaliação Longitudinal de Aderência aos Imunossupressores em Transplantados Renais
66745,ASSOCIAÇÃO DE HIPERTENSÃO ARTERIAL SISTÊMICA E ÍNDICE DE MASSA CORPÓREA EM ADULTOS JOVENS,Associação de Hipertensão Arterial Sistêmica e Índice de Massa Corpórea em Adultos Jovens
66747,ANÁLISE DE VÍDEOS DO YOUTUBE SOBRE CATETERISMO DE FÍSTULA ARTERIOVENOSA,Análise de Vídeos do Youtube sobre Cateterismo de Fístula Arteriovenosa
66749,PERFIL CLÍNICO E EPIDEMIOLÓGICO DOS PACIENTES TRANSPLANTADOS RENAIS DE UMA UNIDADE DE NEFROLOGIA,Perfil Clínico e Epidemiológico dos Pacientes Transplantados Renais de uma Unidade de Nefrologia
66756,A EXPERIÊNCIA DE UM SERVIÇO DO RJ QUE PRESTA SERVIÇO DE DIÁLISE A BEIRA LEITO COM PROGRAMA TRAINEE PARA TÉCNICOS DE ENF. EM DIÁLISE: UMA SOLUÇÃO PARA FORMATAR A EQUIPE DE ENFERMAGEM DENTRO DA PADRONIZAÇÃO DOS PROCEDIMENTOS A BEIRA LEITO,A Experiência de um Serviço do RJ que Presta Serviço de Diálise a Beira Leito com Programa Trainee para Técnicos de Enf. em Diálise: uma Solução para Formatar a Equipe de Enfermagem dentro da Padronização dos Procedimentos a Beira Leito
66759,INDICADORES NUTRICIONAIS DE OBESIDADE E FATORES DE RISCO CARDIOVASCULAR EM PACIENTES COM DOENÇA RENAL CRÔNICA EM TRATAMENTO DIALÍTICO,Indicadores Nutricionais de Obesidade e Fatores de Risco Cardiovascular em Pacientes com Doença Renal Crônica em Tratamento Dialítico
66760,FATORES DE RISCO PARA FUNÇÃO TARDIA DO ENXERTO EM RECEPTORES DE TRANSPLANTE RENAL COM DOADORES FALECIDOS IDEAIS,Fatores de Risco para Função Tardia do Enxerto em Receptores de Transplante Renal com Doadores Falecidos Ideais
66761,INJÚRIA RENAL AGUDA RELACIONADO A COCAÍNA: RELATO DE CASO,Injúria Renal Aguda Relacionado a Cocaína: Relato de Caso
66763,"CONSUMO PROTEICO, COMPOSIÇÃO CORPORAL E ESTADO NUTRICIONAL DE CRIANÇAS E ADOLESCENTES COM DOENÇA RENAL CRÔNICA EM TRATAMENTO CONSERVADOR","Consumo Proteico, Composição Corporal e Estado Nutricional de Crianças e Adolescentes com Doença Renal Crônica em Tratamento Conservador"
66764,ASSOCIAÇÃO DO HIPERPARATIROIDISMO SECUNDÁRIO COM NÍVEIS DE FOSFATASE ALCALINA EM PACIENTES EM HEMODIALISE,Associação do Hiperparatiroidismo Secundário com Níveis de Fosfatase Alcalina em Pacientes em Hemodialise
66765,EFICÁCIA E SEGURANÇA DO EVEROLIMO EM RECEPTORES DE TRANSPLANTE RENAL PEDIÁTRICOS,Eficácia e Segurança do Everolimo em Receptores de Transplante Renal Pediátricos
66767,EDUCAÇÃO EM SAÚDE: EQUIPE DE ENFERMAGEM E O CUIDADO AO PACIENTE COM DISFUNÇÃO RENAL AGUDA NA UNIDADE DE TERAPIA INTENSIVA,Educação em Saúde: Equipe de Enfermagem e o Cuidado ao Paciente com Disfunção Renal Aguda na Unidade de Terapia Intensiva
66769,RELAÇÃO ENTRE SINTOMAS DEPRESSIVOS E DIFICULDADE DE RESTRIÇÃO DE FLUIDOS EM IDOSOS SUBMETIDOS À HEMODIÁLISE EM UM HOSPITAL DE REFERÊNCIA DA REGIÃO NORTE DO CEARÁ,Relação entre Sintomas Depressivos e Dificuldade de Restrição de Fluidos em Idosos Submetidos à Hemodiálise em um Hospital de Referência da Região Norte do Ceará
66771,AVALIAÇÃO DA GRAVIDADE DE PACIENTES COM LESÃO RENAL AGUDA EM UMA CLÍNICA MÉDICA ATRAVÉS DO ÍNDICE DE COMORBIDADE DE CHARLSON,Avaliação da Gravidade de Pacientes com Lesão Renal Aguda em uma Clínica Médica Através do Índice de Comorbidade de Charlson
66773,INDICADORES ASSISTENCIAIS DE UM SERVIÇO DE DIÁLISE EM UNIDADE TERAPIA INTENSIVA,Indicadores Assistenciais de um Serviço de Diálise em Unidade Terapia Intensiva
66774,DIÁLISE PERITONEAL EM RECÉM NASCIDOS E LACTENTES A EXPERIÊNCIA DE UM SERVIÇO DO RIO DE JANEIRO/RJ E O MANEJO COM SUA EQUIPE PARA GARANTIR UMA ASSISTÊNCIA COM QUALIDADE E SEGURANÇA,Diálise Peritoneal em Recém Nascidos e Lactentes a Experiência de um Serviço do Rio de Janeiro/RJ e o Manejo com sua Equipe para Garantir uma Assistência com Qualidade e Segurança
66775,REMISSÃO PROLONGADA DA SÍNDROME HEMOLÍTICO URÊMICA ATÍPICA APÓS INTERRUPÇÃO DE ECULIZUMAB,Remissão Prolongada da Síndrome Hemolítico Urêmica Atípica após Interrupção de Eculizumab
66776,BIÓPSIAS RENAIS NO HOSPITAL UNIVERSITÁRIO MÁRIO PALMÉRIO – AVALIAÇÃO CLÍNICO-EPIDEMIOLÓGICA DOS ÚLTIMOS 04 ANOS,Biópsias Renais no Hospital Universitário Mário Palmério – Avaliação Clínico-Epidemiológica dos Últimos 04 Anos
66778,CONHECIMENTO DOS ENFERMEIROS SOBRE LESÃO RENAL AGUDA NA ATENÇÃO PRIMÁRIA,Conhecimento dos Enfermeiros sobre Lesão Renal Aguda na Atenção Primária
66783,CARACTERIZAÇÃO DOS PACIENTES SOROPOSITIVOS PARA HIV EM HEMODIÁLISE NO RECIFE E REGIÃO METROPOLITANA.,Caracterização dos Pacientes Soropositivos para HIV em Hemodiálise no Recife e Região Metropolitana
66785,ANÁLISE DE MÉTODOS PARA AVALIAÇÃO DO ESTADO NUTRICIONAL DE NEFROPATAS EM HEMODIALISE,Análise de Métodos para Avaliação do Estado Nutricional de Nefropatas em Hemodialise
66786,ANÁLISE DA COMPREENSÃO DE HIPERTENSOS SOBRE A DOENÇA RENAL CRÔNICA EM CUIABÁ/MT,Análise da Compreensão de Hipertensos sobre a Doença Renal Crônica em Cuiabá-MT
66788,O DESEMPENHO DO MALNUTRITION INFLAMMATION SCORE (MIS) NA AVALIAÇÃO DO ESTADO NUTRICIONAL E A RELAÇÃO COM DESFECHOS CLÍNICOS EM PACIENTES EM HEMODIÁLISE.,O Desempenho do Malnutrition Inflammation Score (MIS) na Avaliação do Estado Nutricional e a Relação com Desfechos Clínicos em Pacientes em Hemodiálise
66791,O IMPACTO DA DOENÇA RENAL CRÔNICA EM PACIENTES SUBMETIDOS À CIRURGIA DE REVASCULARIZAÇÃO DO MIOCÁRDIO,O Impacto da Doença Renal Crônica em Pacientes Submetidos à Cirurgia de Revascularização do Miocárdio
66792,SARCOIDOSE COM ENVOLVIMENTO RENAL E LINFONODAL: RELATO DE CASO,Sarcoidose com Envolvimento Renal e Linfonodal: Relato de Caso
66793,EFEITOS DO TREINAMENTO RESISTIDO SOBRE O NÍVEL DE ATIVIDADE FÍSICA EM PACIENTES EM HEMODIÁLISE,Efeitos do Treinamento Resistido sobre o Nível de Atividade Física em Pacientes em Hemodiálise
66796,INFARTO RENAL COMO APRESENTAÇÃO INICIAL DE ENDOCARDITE INFECCIOSA,Infarto Renal como Apresentação Inicial de Endocardite Infecciosa
66797,FATORES DE RISCO PARA LESÃO RENAL AGUDA NA ATENÇÃO PRIMÁRIA: VISÃO DOS ENFERMEIROS,Fatores de Risco para Lesão Renal Aguda na Atenção Primária: Visão dos Enfermeiros
66801,RELAÇÃO ENTRE ADESÃO AO TRATAMENTO MEDICAMENTOSO E DEPRESSÃO EM PACIENTES IDOSOS SUBMETIDOS À HEMODIÁLISE EM HOSPITAL DE REFERÊNCIA DA REGIÃO NORTE DO CEARÁ,Relação entre Adesão ao Tratamento Medicamentoso e Depressão em Pacientes Idosos Submetidos à Hemodiálise em Hospital de Referência da Região Norte do Ceará
66802,PERFIL EPIDEMIOLÓGICO DOS PACIENTES COM GLOMERULOPATIAS ACOMPANHADOS EM UM CENTRO DE REFERÊNCIA EM SALVADOR,Perfil Epidemiológico dos Pacientes com Glomerulopatias Acompanhados em um Centro de Referência em Salvador
66804,DOENÇA LINFOPROLIFERATIVA PÓS TRANSPLANTE RENAL – RELATO DE 3 CASOS,Doença Linfoproliferativa pós Transplante Renal – Relato de 3 Casos
66806,PREVALÊNCIA DA ALTERAÇÃO DA TAXA DE FILTRAÇÃO GLOMERULAR ESTIMADA EM PACIENTES COM HIPERTENSÃO ARTERIAL E/OU COM DIABETES MELLITUS E COM ALTO E MUITO ALTO RISCO PARA DOENÇA CARDIOVASCULAR,Prevalência da Alteração da Taxa de Filtração Glomerular Estimada em Pacientes com Hipertensão Arterial e/ou com Diabetes Mellitus e com Alto e Muito Alto Risco para Doença Cardiovascular
66808,"NEUROCRIPTOCOCOSE EM PACIENTES TRANSPLANTADOS RENAL, A IMPORTÂNCIA DA SUSPEIÇÃO CLÍNICA.","Neurocriptococose em Pacientes Transplantados Renal, a Importância da Suspeição Clínica."
66810,AVALIAÇÃO DA ADESÃO DE PORTADORES DE INJÚRIA RENAL CRÔNICA AO TRATAMENTO DE HEMODIÁLISE EM UMA CIDADE NO INTERIOR DA AMAZÔNIA,Avaliação da Adesão de Portadores de Injúria Renal Crônica ao Tratamento de Hemodiálise em uma Cidade no Interior da Amazônia
66812,PRINCIPAIS FATORES PREDISPONENTES PARA INJÚRIA RENAL AGUDA EM UMA CIDADE NO INTERIOR DA AMAZÔNIA,Principais Fatores Predisponentes para Injúria Renal Aguda em uma Cidade no Interior da Amazônia
66813,INSUFICIÊNCIA RENAL AGUDA CAUSADA PELO MEDICAMENTO CIPROFIBRATO EM PACIENTE PORTADOR DE DOENÇA RENAL CRÔNICA EM TRATAMENTO CONSERVADOR,Insuficiência Renal Aguda Causada pelo Medicamento Ciprofibrato em Paciente Portador de Doença Renal Crônica em Tratamento Conservador
66814,SÍNDROME NEFRÓTICA ASSOCIADA A SÍFILIS INDETERMINADA,Síndrome Nefrótica Associada a Sífilis Indeterminada
66816,ALVOS PARA CAMPANHAS DE CONSCIENTIZAÇÃO DA POPULAÇÃO SOBRE TRANSPLANTE E DOAÇÃO DE ÓRGÃOS - ESTUDO POPULACIONAL,Alvos para Campanhas de Conscientização da População sobre Transplante e Doação de Órgãos - Estudo Populacional
66817,A IMPORTÂNCIA DO DIA MUNDIAL DO RIM PARA A FORMAÇÃO INTEGRAL DO ESTUDANTE DE MEDICINA,A Importância do Dia Mundial do Rim para a Formação Integral do Estudante de Medicina
66819,ABORDAGEM MULTIDISCIPLINAR NO DIA MUNDIAL DO RIM PARA PREVENÇÃO DA DOENÇA RENAL CRÔNICA,Abordagem Multidisciplinar no Dia Mundial do Rim para Prevenção da Doença Renal Crônica
66822,O ALCANCE DAS METAS TERAPÊUTICAS PARA DIABETES MELLITUS TIPO 2 COMO FAVORECEDOR DA PREVENÇÃO DA NEFROPATIA DIABÉTICA EM PACIENTES ACOMPANHADOS NA ATENÇÃO PRIMÁRIA,O Alcance das Metas Terapêuticas para Diabetes Mellitus Tipo 2 como Favorecedor da Prevenção da Nefropatia Diabética em Pacientes Acompanhados na Atenção Primária
66823,FATORES DE RISCO PARA MORTE ENTRE PACIENTES COM INJÚRIA RENAL AGUDA ASSOCIADA À LEPTOSPIROSE,Fatores de Risco para Morte entre Pacientes com Injúria Renal Aguda Associada à Leptospirose
66824,RELAÇÃO ENTRE OS NÍVEIS DE PTH E A RESPOSTA TERAPÊUTICA AOS ESTIMULANTES DA ERITROPOIESE EM PACIENTES EM HEMODIÁLISE DO AGRESTE PERNAMBUCANO,Relação entre os Níveis de PTH e a Resposta Terapêutica aos Estimulantes da Eritropoiese em Pacientes em Hemodiálise do Agreste Pernambucano
66826,PREVALÊNCIA DE HIPERTENSÃO ARTERIAL RESISTENTE EM UM AMBULATÓRIO DOCENTE-ASSISTENCIAL DE SALVADOR,Prevalência de Hipertensão Arterial Resistente em um Ambulatório Docente-Assistencial de Salvador
